paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W4291776778,10.3390/ijerph191610010,2022,middle,Sophia Korte,,German Medical Association,DE,01bx1ra43
W4291776778,10.3390/ijerph191610010,2022,middle,Livia Prüll,,Johannes Gutenberg University Mainz; University Medical Center of the Johannes Gutenberg University Mainz,DE; DE,023b0x485; 00q1fsf04
W4291776778,10.3390/ijerph191610010,2022,middle,Nora M. Laskowski,0000-0003-0213-5171,Ruhr University Bochum,DE,04tsk2644
W4291776778,10.3390/ijerph191610010,2022,middle,Georg Halbeisen,0000-0002-9529-2215,Ruhr University Bochum,DE,04tsk2644
W4291776778,10.3390/ijerph191610010,2022,last,Georgios Paslakis,0000-0002-2069-0024,Ruhr University Bochum,DE,04tsk2644
W4291993667,10.31234/osf.io/uar3f,2022,first,Joshua R. de Leeuw,0000-0003-4815-2364,Vassar College,US,022x6qg61
W4291993667,10.31234/osf.io/uar3f,2022,last,Tessa Charles,,Vassar College,US,022x6qg61
W4292219762,10.1016/j.cognition.2022.105256,2022,first,Erin Anderson,0000-0002-0800-2583,Indiana University,US,01kg8sb98
W4292219762,10.1016/j.cognition.2022.105256,2022,middle,Eric Seemiller,0000-0003-0076-3991,Indiana University,US,01kg8sb98
W4292219762,10.1016/j.cognition.2022.105256,2022,last,Linda B. Smith,0000-0001-7163-8181,Indiana University,US,01kg8sb98
W4292376130,10.1038/s41598-022-17866-w,2022,first,Lea L. Lott-Sandkamp,0000-0003-4129-1898,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4292376130,10.1038/s41598-022-17866-w,2022,middle,Franny B. Spengler,,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4292376130,10.1038/s41598-022-17866-w,2022,middle,Tobias Stächele,0000-0002-3503-7853,University of Freiburg,DE,0245cg223
W4292376130,10.1038/s41598-022-17866-w,2022,middle,Bastian Schiller,0000-0002-1063-1434,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4292376130,10.1038/s41598-022-17866-w,2022,last,Markus Heinrichs,0000-0001-5662-0266,University of Freiburg; University Medical Center Freiburg; Bernstein Center for Computational Neuroscience Freiburg,DE; DE; DE,0245cg223; 03vzbgh69; 010p50m34
W4292407354,10.1111/ejn.15790,2022,first,Xiaoyi Liu,0000-0001-5129-0683,New York University Abu Dhabi,AE,00e5k0821
W4292407354,10.1111/ejn.15790,2022,middle,Elio Balestrieri,0000-0001-8090-1957,University of Münster,DE,00pd74e08
W4292407354,10.1111/ejn.15790,2022,last,David Melcher,0000-0003-0926-585X,New York University Abu Dhabi,AE,00e5k0821
W4292575660,10.3390/vision6030051,2022,first,Philip T. Quinlan,0000-0002-8847-6390,University of York,GB,04m01e293
W4292575660,10.3390/vision6030051,2022,middle,Keith Allen,0000-0002-3219-2102,University of York,GB,04m01e293
W4292575660,10.3390/vision6030051,2022,last,Dale J. Cohen,0000-0003-3353-3340,University of North Carolina Wilmington,US,02t0qr014
W4292598972,10.31234/osf.io/728ch,2022,first,Aylin A. Hanne,0000-0002-9958-4397,Philipps University of Marburg,DE,01rdrb571
W4292598972,10.31234/osf.io/728ch,2022,middle,Jan Tünnermann,0000-0003-1861-3115,Philipps University of Marburg,DE,01rdrb571
W4292598972,10.31234/osf.io/728ch,2022,last,Anna Schubö,,Philipps University of Marburg,DE,01rdrb571
W4292636477,10.31234/osf.io/6943y,2022,first,Ángel Nevado,0000-0002-1660-8294,Universidad Complutense de Madrid,ES,02p0gd045
W4292636477,10.31234/osf.io/6943y,2022,last,Marina del Castillo-Olivares,,Universidad Complutense de Madrid,ES,02p0gd045
W4292664325,10.31234/osf.io/d7za2,2022,first,Adrogue T. Ricardo,,,,
W4292664325,10.31234/osf.io/d7za2,2022,middle,Noa Herz,0000-0002-0523-0855,,,
W4292664325,10.31234/osf.io/d7za2,2022,middle,David J. Halpern,0000-0002-7490-5692,,,
W4292664325,10.31234/osf.io/d7za2,2022,middle,Joseph Tracy,,,,
W4292664325,10.31234/osf.io/d7za2,2022,last,Michael J. Kahana,0000-0001-8122-9525,,,
W4292682326,10.1080/25742442.2022.2094657,2022,first,Nina Coy,0000-0003-4037-8502,Max Planck Institute for Human Cognitive and Brain Sciences; Leipzig University,DE; DE,0387jng26; 03s7gtk40
W4292682326,10.1080/25742442.2022.2094657,2022,middle,Alexandra Bendixen,0000-0001-8211-9619,Chemnitz University of Technology,DE,00a208s56
W4292682326,10.1080/25742442.2022.2094657,2022,middle,Sabine Grimm,0000-0002-9071-5944,Chemnitz University of Technology,DE,00a208s56
W4292682326,10.1080/25742442.2022.2094657,2022,middle,Urte Roeber,0000-0002-6631-5828,Leipzig University,DE,03s7gtk40
W4292682326,10.1080/25742442.2022.2094657,2022,last,Erich Schröger,0000-0002-8321-6629,Max Planck Institute for Human Cognitive and Brain Sciences; Leipzig University,DE; DE,0387jng26; 03s7gtk40
W4292767223,10.31234/osf.io/q4dpg,2022,first,Bryan Hong,0000-0001-8432-8182,University of Toronto,CA,03dbr7087
W4292767223,10.31234/osf.io/q4dpg,2022,middle,Carleigh Pace-Tonna,,University of Toronto,CA,03dbr7087
W4292767223,10.31234/osf.io/q4dpg,2022,middle,Morgan D. Barense,0000-0002-4008-9201,University of Toronto; Baycrest Hospital; Rotman Research Institute,CA; CA; CA,03dbr7087; 03gp5b411; 01kvpec59
W4292767223,10.31234/osf.io/q4dpg,2022,last,Michael L. Mack,0000-0001-5155-7413,University of Toronto,CA,03dbr7087
W4292976133,10.31275/20222235,2022,first,Markus Maier,0000-0002-8115-4612,Ludwig-Maximilians-Universität München,DE,05591te55
W4292976133,10.31275/20222235,2022,last,Moritz C. Dechamps,0000-0001-9352-2577,LMU Klinikum; Ludwig-Maximilians-Universität München,DE; DE,02jet3w32; 05591te55
W4293060543,10.31234/osf.io/yt9n8,2022,first,Wesley Ricketts,,Boston College,US,02n2fzt79
W4293060543,10.31234/osf.io/yt9n8,2022,last,Joshua K. Hartshorne,0000-0003-1240-3598,Boston College,US,02n2fzt79
W4293089896,10.7717/peerj.13944,2022,first,Shun Irie,0000-0002-4167-180X,Dokkyo Medical University,JP,05k27ay38
W4293089896,10.7717/peerj.13944,2022,middle,Yoshiteru Watanabe,,Tokyo University of Technology,JP,021a26605
W4293089896,10.7717/peerj.13944,2022,middle,Atsumichi Tachibana,,Dokkyo Medical University,JP,05k27ay38
W4293089896,10.7717/peerj.13944,2022,last,Nobuhiro Sakata,,Dokkyo Medical University,JP,05k27ay38
W4293101945,10.3389/fpsyg.2022.914877,2022,first,Daisuke Shimane,0000-0003-1974-2699,Kochi University of Technology,JP,00rghrr56
W4293101945,10.3389/fpsyg.2022.914877,2022,middle,Takumi Tanaka,0009-0000-7747-9249,The University of Tokyo,JP,057zh3y96
W4293101945,10.3389/fpsyg.2022.914877,2022,middle,Katsumi Watanabe,0000-0003-1282-9994,Waseda University,JP,00ntfnx83
W4293101945,10.3389/fpsyg.2022.914877,2022,last,Kanji Tanaka,0000-0001-5584-3521,Kyushu University,JP,00p4k0j84
W4293102789,10.1371/journal.pone.0269370,2022,first,Inas Al-Taie,,University of Essex,GB,02nkf1q06
W4293102789,10.1371/journal.pone.0269370,2022,middle,Paola Di Giuseppantonio Di Franco,0000-0002-9371-9553,University of Essex,GB,02nkf1q06
W4293102789,10.1371/journal.pone.0269370,2022,middle,Michael Tymkiw,0000-0001-8141-4130,University of Essex,GB,02nkf1q06
W4293102789,10.1371/journal.pone.0269370,2022,middle,Duncan Williams,0000-0003-4793-8330,University of Salford,GB,01tmqtf75
W4293102789,10.1371/journal.pone.0269370,2022,last,Ian Daly,0000-0001-5489-0393,University of Essex,GB,02nkf1q06
W4293149942,10.31219/osf.io/bx3c7,2022,first,Jelena Ristic,0000-0002-6046-9682,McGill University,CA,01pxwe438
W4293149942,10.31219/osf.io/bx3c7,2022,last,Francesca Capozzi,0000-0002-0062-437X,Université du Québec à Montréal,CA,002rjbv21
W4293158439,10.1525/mp.2022.40.1.27,2022,first,Caitlyn Trevor,0000-0002-8418-3443,The Ohio State University,US,00rs6vg23
W4293158439,10.1525/mp.2022.40.1.27,2022,middle,Johanna Devaney,0000-0002-7353-5271,The Ohio State University,US,00rs6vg23
W4293158439,10.1525/mp.2022.40.1.27,2022,last,David Huron,0000-0001-5295-9457,The Ohio State University,US,00rs6vg23
W4293206297,10.31219/osf.io/276tw,2022,first,Omid Ghasemi,0000-0001-7511-5580,UNSW Sydney; Macquarie University,AU; AU,03r8z3t63; 01sf06y89
W4293206297,10.31219/osf.io/276tw,2022,middle,Simon J. Handley,0000-0003-4404-7452,Macquarie University,AU,01sf06y89
W4293206297,10.31219/osf.io/276tw,2022,last,Stephanie Howarth,0000-0001-6149-0064,Macquarie University,AU,01sf06y89
W4293496646,10.37843/rted.v13i2.289,2022,first,Ruth M. Mujica-Sequera,0000-0002-2602-5199,,,
W4294126575,10.1037/xge0001284,2022,first,Janet Metcalfe,0000-0003-3286-9475,Columbia University,US,00hj8s172
W4294126575,10.1037/xge0001284,2022,middle,Matti Vuorre,0000-0001-5052-066X,Internet Society; University of Oxford,US; GB,04dzfqx38; 052gg0110
W4294126575,10.1037/xge0001284,2022,middle,Emily Towner,0000-0002-0982-6509,University of Cambridge,GB,013meh722
W4294126575,10.1037/xge0001284,2022,last,Teal S. Eich,0000-0003-4094-3276,University of Southern California,US,03taz7m60
W4294203868,10.3389/fpsyg.2022.901326,2022,first,Sarah Cheung,0000-0002-0870-1413,University of Toronto,CA,03dbr7087
W4294203868,10.3389/fpsyg.2022.901326,2022,last,Molly Babel,0000-0003-1153-9557,University of British Columbia,CA,03rmrcq20
W4294281454,10.1167/jov.22.10.2,2022,first,Sushrut Thorat,0000-0003-2276-5621,Universitas Garut; Radboud University Nijmegen,ID; NL,02pa24904; 016xsfp80
W4294281454,10.1167/jov.22.10.2,2022,middle,Genevieve L. Quek,0000-0002-5905-8405,Western Sydney University; Radboud University Nijmegen,AU; NL,03t52dk35; 016xsfp80
W4294281454,10.1167/jov.22.10.2,2022,last,Marius V. Peelen,0000-0002-4026-7303,Radboud University Nijmegen,NL,016xsfp80
W4294433600,10.1007/s00426-022-01723-6,2022,first,Juan Haro,0000-0002-3456-4731,Universitat Rovira i Virgili,ES,00g5sqv46
W4294433600,10.1007/s00426-022-01723-6,2022,middle,Rocío Calvillo,,Universidad Complutense de Madrid,ES,02p0gd045
W4294433600,10.1007/s00426-022-01723-6,2022,middle,Claudia Poch,0000-0002-9357-4948,Universidad Nebrija; Departamento de Educación,ES; ES,03tzyrt94; 04d1zy188
W4294433600,10.1007/s00426-022-01723-6,2022,middle,José Antonio Hinojosa,0000-0002-7482-9503,Universidad Complutense de Madrid; Universidad Nebrija,ES; ES,02p0gd045; 03tzyrt94
W4294433600,10.1007/s00426-022-01723-6,2022,last,Pilar Ferré,0000-0002-3192-0040,Universitat Rovira i Virgili,ES,00g5sqv46
W4294917910,10.3758/s13428-022-01948-8,2022,first,Daiichiro Kuroki,0000-0002-3547-7082,Kyushu University,JP,00p4k0j84
W4294917910,10.3758/s13428-022-01948-8,2022,last,Thomas Pronk,0000-0001-9334-7190,University of Amsterdam,NL,04dkp9463
W4294919273,10.3758/s13428-022-01952-y,2022,first,Thomas McGregor,0000-0003-0024-7049,King's College London,GB,0220mzb33
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Kirstin L. Purves,0000-0002-8110-5554,King's College London; Centre for Mental Health,GB; GB,0220mzb33; 04yy7zb66
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Tom J. Barry,0000-0003-1042-3827,University of Hong Kong,HK,02zhqgq86
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Elena Constantinou,0000-0001-7493-594X,King's College London; University of Cyprus,GB; CY,0220mzb33; 02qjrjx09
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Michelle G. Craske,0000-0002-3704-5240,"University of California, Los Angeles; Neurobehavioral Systems",US; US,046rm7j60; 018d33y89
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Gerome Breen,0000-0003-2053-1792,King's College London; Centre for Mental Health,GB; GB,0220mzb33; 04yy7zb66
W4294919273,10.3758/s13428-022-01952-y,2022,middle,Katherine S. Young,0000-0002-1378-6415,King's College London; Centre for Mental Health,GB; GB,0220mzb33; 04yy7zb66
W4294919273,10.3758/s13428-022-01952-y,2022,last,Thalia C. Eley,0000-0001-6458-0700,King's College London; South London and Maudsley NHS Foundation Trust; Centre for Mental Health,GB; GB; GB,0220mzb33; 015803449; 04yy7zb66
W4294991051,10.1037/xhp0001043,2022,first,Emiel Cracco,0000-0003-4043-5992,Ghent University,BE,00cv9y106
W4294991051,10.1037/xhp0001043,2022,middle,Clara Van Isterdael,0000-0003-1498-3338,Ghent University,BE,00cv9y106
W4294991051,10.1037/xhp0001043,2022,middle,Oliver Genschow,0000-0001-6322-4392,University of Cologne,DE,00rcxh774
W4294991051,10.1037/xhp0001043,2022,last,Marcel Braß,0000-0002-3364-4019,Ghent University; Humboldt-Universität zu Berlin; Brain (Germany),BE; DE; DE,00cv9y106; 01hcx6992; 01gamcy45
W4294991224,10.1037/xlm0001146,2022,first,Steven M. Weisberg,0000-0001-7003-6082,,,
W4294991224,10.1037/xlm0001146,2022,middle,Victor R. Schinazi,0000-0002-2345-2806,,,
W4294991224,10.1037/xlm0001146,2022,middle,Andrea Ferrario,0000-0001-9968-9474,,,
W4294991224,10.1037/xlm0001146,2022,last,Nora S. Newcombe,0000-0002-7044-6046,,,
W4295066418,10.5070/g6011131,2022,first,Myrte Vos,0000-0003-3896-2742,UiT The Arctic University of Norway,NO,00wge5k78
W4295066418,10.5070/g6011131,2022,middle,Serge Minor,0000-0003-1337-2412,"Centre for Arctic Gas Hydrate, Environment and Climate",NO,00p8r6x45
W4295066418,10.5070/g6011131,2022,last,Gillian Ramchand,0000-0001-8019-0630,"Centre for Arctic Gas Hydrate, Environment and Climate",NO,00p8r6x45
W4295066644,10.3758/s13428-022-01959-5,2022,first,Marc Guasch,0000-0002-6898-120X,Universitat Rovira i Virgili,ES,00g5sqv46
W4295066644,10.3758/s13428-022-01959-5,2022,middle,Roger Boada,0000-0003-4218-1797,Universitat Rovira i Virgili,ES,00g5sqv46
W4295066644,10.3758/s13428-022-01959-5,2022,middle,Jon Andoni Duñabeitia,0000-0002-3312-8559,Universidad Nebrija; UiT The Arctic University of Norway,ES; NO,03tzyrt94; 00wge5k78
W4295066644,10.3758/s13428-022-01959-5,2022,last,Pilar Ferré,0000-0002-3192-0040,Universitat Rovira i Virgili,ES,00g5sqv46
W4295096500,10.1163/22134808-bja10082,2022,first,Kevin Yuk-Ting Tsang,0000-0001-9427-0148,UNSW Sydney,AU,03r8z3t63
W4295096500,10.1163/22134808-bja10082,2022,last,Damien J. Mannion,0000-0001-5520-632X,UNSW Sydney,AU,03r8z3t63
W4295128628,10.1101/2022.09.09.507003,2022,first,Clara Sava‐Segal,0000-0002-3010-3858,Dartmouth College,US,049s0rh22
W4295128628,10.1101/2022.09.09.507003,2022,middle,Chandler Richards,,National Institute of Mental Health,US,04xeg9z08
W4295128628,10.1101/2022.09.09.507003,2022,middle,Megan Leung,,Dartmouth College,US,049s0rh22
W4295128628,10.1101/2022.09.09.507003,2022,last,Emily S. Finn,0000-0001-8591-3068,Dartmouth College,US,049s0rh22
W4295512291,10.1523/eneuro.0116-22.2022,2022,first,Petar Raykov,0000-0002-2124-2995,University of Sussex,GB,00ayhx656
W4295512291,10.1523/eneuro.0116-22.2022,2022,middle,James L. Keidel,,University of Sussex,GB,00ayhx656
W4295512291,10.1523/eneuro.0116-22.2022,2022,middle,Jane Oakhill,0000-0001-8810-3714,University of Sussex,GB,00ayhx656
W4295512291,10.1523/eneuro.0116-22.2022,2022,last,Chris M. Bird,0000-0002-8183-5688,University of Sussex,GB,00ayhx656
W4295906129,10.1080/09658211.2022.2122998,2022,first,Emily E. Davis,0000-0002-6985-8529,Brock University,CA,056am2717
W4295906129,10.1080/09658211.2022.2122998,2022,last,Karen L. Campbell,0000-0003-0015-6307,Brock University,CA,056am2717
W4296064920,10.3389/fpsyg.2022.951048,2022,first,Tara Radović,0000-0003-1911-5281,Technische Universität Berlin,DE,03v4gjf40
W4296064920,10.3389/fpsyg.2022.951048,2022,middle,Tobias Rieger,0000-0002-5097-6613,Technische Universität Berlin,DE,03v4gjf40
W4296064920,10.3389/fpsyg.2022.951048,2022,last,Dietrich Manzey,0000-0002-6977-7024,Technische Universität Berlin,DE,03v4gjf40
W4296090904,10.31234/osf.io/xsdge,2022,first,Matthew Jiwa,0000-0002-4785-6389,The University of Melbourne; Australian Psychological Society,AU; AU,01ej9dk98; 038htga59
W4296090904,10.31234/osf.io/xsdge,2022,middle,Patrick S. Cooper,0000-0002-0222-8514,The University of Melbourne; Monash University; Australian Psychological Society,AU; AU; AU,01ej9dk98; 02bfwt286; 038htga59
W4296090904,10.31234/osf.io/xsdge,2022,middle,Trevor T.‐J. Chong,0000-0001-7764-3811,St Vincent's Hospital Melbourne; Alfred Health; Monash University,AU; AU; AU,001kjn539; 04scfb908; 02bfwt286
W4296090904,10.31234/osf.io/xsdge,2022,last,Stefan Bode,0000-0002-0258-7795,The University of Melbourne; Australian Psychological Society,AU; AU,01ej9dk98; 038htga59
W4296164253,10.1002/mpr.1946,2022,first,Matthias Feldmann,0000-0002-0493-4949,Philipps University of Marburg; Universitätsmedizin Greifswald; Universität Greifswald,DE; DE; DE,01rdrb571; 025vngs54; 00r1edq15
W4296164253,10.1002/mpr.1946,2022,middle,Tobias Κube,0000-0002-5420-4506,University of Koblenz and Landau; Universität Koblenz,DE; ,01j9f6752; 0433e6t24
W4296164253,10.1002/mpr.1946,2022,middle,Winfried Rief,0000-0002-7019-2250,Philipps University of Marburg,DE,01rdrb571
W4296164253,10.1002/mpr.1946,2022,last,Eva‐Lotta Brakemeier,0000-0001-9589-3697,Philipps University of Marburg; Universitätsmedizin Greifswald; Universität Greifswald,DE; DE; DE,01rdrb571; 025vngs54; 00r1edq15
W4296733100,10.31234/osf.io/3zgrc,2022,first,Anne Vogt,0000-0001-6024-8516,Humboldt-Universität zu Berlin; Brain (Germany),DE; DE,01hcx6992; 01gamcy45
W4296733100,10.31234/osf.io/3zgrc,2022,middle,Barbara Kaup,0000-0002-7400-0789,University of Tübingen,DE,03a1kwz48
W4296733100,10.31234/osf.io/3zgrc,2022,middle,Rasha Abdel Rahman,0000-0002-8438-1570,Humboldt-Universität zu Berlin; Brain (Germany),DE; DE,01hcx6992; 01gamcy45
W4296733100,10.31234/osf.io/3zgrc,2022,last,Isabel Ganter,,Humboldt-Universität zu Berlin,DE,01hcx6992
W4296955332,10.1109/tvcg.2022.3209467,2022,first,Prateek Mantri,,University of Massachusetts Amherst,US,0072zz521
W4296955332,10.1109/tvcg.2022.3209467,2022,middle,Hariharan Subramonyam,,Stanford University,US,00f54p054
W4296955332,10.1109/tvcg.2022.3209467,2022,middle,Audrey L. Michal,0000-0002-4922-6698,University of Michigan; Michigan United,US; US,00jmfr291; 0291ys696
W4296955332,10.1109/tvcg.2022.3209467,2022,last,Cindy Xiong,0000-0002-1451-4083,University of Massachusetts Amherst,US,0072zz521
W4296983677,10.1016/j.cognition.2022.105285,2022,first,Arnaud Viarouge,0000-0001-6027-7093,Centre National de la Recherche Scientifique; Université Paris Cité; Sorbonne Paris Cité; Laboratoire de Psychologie du Développement et de L’Education de l’enfant,FR; FR; FR; FR,02feahw73; 05f82e368; 001z21q04; 023kqz006
W4296983677,10.1016/j.cognition.2022.105285,2022,middle,Hoyeon Lee,0000-0002-1165-1509,Centre National de la Recherche Scientifique; Université Paris Cité; Laboratoire de Psychologie du Développement et de L’Education de l’enfant,FR; FR; FR,02feahw73; 05f82e368; 023kqz006
W4296983677,10.1016/j.cognition.2022.105285,2022,last,Grégoire Borst,0000-0002-5815-3419,Centre National de la Recherche Scientifique; Université Paris Cité; Laboratoire de Psychologie du Développement et de L’Education de l’enfant,FR; FR; FR,02feahw73; 05f82e368; 023kqz006
W4297237381,10.3389/fcomm.2022.864127,2022,first,Roger Yu-Hsiang Lo,,University of British Columbia,CA,03rmrcq20
W4297360875,10.1016/j.cogdev.2022.101254,2022,first,Crystal Lee,0000-0001-5452-6997,Princeton University,US,00hx57361
